"","custname","region","partnum","revenue","cost","margin"
"3781","BRUCKNER SUPPLY","02-Central",777601000,889.95,248.42,641.53
"3782","BRUCKNER SUPPLY","02-Central",777904301,740.5,234.94,505.56
"3783","BRUNNER & LAY","02-Central",724261200,786,78.2,707.8
"3784","BRUNNER & LAY","02-Central",733211000,456,47.39,408.61
"3785","BRYAN TOOL & MACHINE","02-Central",739781100,1184.64,285.63,899.01
"3786","BRYAN TOOL & MACHINE","02-Central",739380000,396.48,120.15,276.33
"3787","BRYAN TOOL & MACHINE","02-Central",739370000,364.8,90.82,273.98
"3788","BRYANT REFRACTORY CO.","02-Central",737321000,69822.72,18630.21,51192.51
"3789","BRYANT REFRACTORY CO.","02-Central",739781100,16576,6664.66,9911.34
"3790","BRYANT REFRACTORY CO.","02-Central",764781000,12464,3234.3,9229.7
"3791","BRYANT REFRACTORY CO.","02-Central",754887000,6133.92,1424.3,4709.62
"3792","BRYANT REFRACTORY CO.","02-Central",737912200,5621.6,1387.56,4234.04
"3793","BRYANT REFRACTORY CO.","02-Central",779958161,2998,1827.7,1170.3
"3794","BRYANT REFRACTORY CO.","02-Central",780620000,973.35,485.43,487.92
"3795","BRYANT REFRACTORY CO.","02-Central",739761100,591.84,415.2,176.64
"3796","BRYANT REFRACTORY CO.","02-Central",734651200,390.9,111,279.9
"3797","BRYANT REFRACTORY CO.","02-Central",777642000,172.5,47.52,124.98
"3798","BUILDING SERVICE IND","02-Central",735602110,36090,11244.34,24845.66
"3799","BUILDING SERVICE IND","02-Central",735752000,19164,8073.27,11090.73
"3800","BUILDING SERVICE IND","02-Central",735602000,14064,4283.48,9780.52
"3801","BUILDING SERVICE IND","02-Central",735750000,1920,824.04,1095.96
"3802","BULLSEYE INDUSTRIAL","02-Central",764341000,712.5,119.93,592.57
"3803","BURKHART REFRACTORY INST.","02-Central",734211200,125,22.84,102.16
"3804","C P FILMS INC.","02-Central",740402402,7262.5,1403,5859.5
"3805","C T TAKAHASHI CO.","02-Central",740382101,892.8,296.37,596.43
"3806","C.F. ROARK WELDING & ENG","02-Central",733151500,3238,359.49,2878.51
"3807","CAL-CHEM CO.","02-Central",723960000,50324,15873.77,34450.23
"3808","CAL-CHEM CO.","02-Central",720252303,2415.6,105.78,2309.82
"3809","CAL-CHEM CO.","02-Central",734030000,342,157.54,184.46
"3810","CARBONYX CARBON TECH.","02-Central",764951600,16343.04,8201.52,8141.52
"3811","CARBONYX CARBON TECH.","02-Central",764951800,16343.04,8012.64,8330.4
"3812","CARBONYX CARBON TECH.","02-Central",766121000,8630,5449.76,3180.24
"3813","CARBONYX CARBON TECH.","02-Central",734351203,4950,1547.57,3402.43
"3814","CARBONYX CARBON TECH.","02-Central",764952100,4032,1776.82,2255.18
"3815","CARBONYX CARBON TECH.","02-Central",764951700,3064.32,1545.8,1518.52
"3816","CARBONYX CARBON TECH.","02-Central",764902000,2250,957.81,1292.19
"3817","CARBONYX CARBON TECH.","02-Central",764951900,2042.88,1031.66,1011.22
"3818","CARDINAL FG","02-Central",739452000,9300.14,4223.37,5076.77
"3819","CARDINAL FG","02-Central",764521000,7059,345.31,6713.69
"3820","CARDINAL FG","02-Central",738501000,6251.9,4206.45,2045.45
"3821","CARDINAL FG","02-Central",738521000,4372.48,2008.33,2364.15
"3822","CARDINAL FG","02-Central",738601000,3430.56,1975.19,1455.37
"3823","CARDINAL FG","02-Central",739741100,2530.88,1095.58,1435.3
"3824","CARDINAL FG","02-Central",764901073,2220,437.4,1782.6
"3825","CARDINAL FG","02-Central",764521073,2172,387,1785
"3826","CARDINAL FG","02-Central",738361000,1405.44,657.88,747.56
"3827","CARDINAL FG","02-Central",792730000,547.4,62.56,484.84
"3828","CARDINAL FG","02-Central",768212000,374,23.12,350.88
"3829","CARLISLE BRAKE & FRICTION","02-Central",734030000,1089.9,494.66,595.24
"3830","CAROLINA GLASS & MIRROR","02-Central",733525600,717.5,65.49,652.01
"3831","CAROLINA GLASS & MIRROR","02-Central",733511000,537.5,66.56,470.94
"3832","CAST ALUMINUM SOLUTIONS","02-Central",733525600,752.5,71.05,681.45
"3833","CAT-I MFG","02-Central",734311100,404.36,35.3,369.06
"3834","CATACEL","02-Central",764221000,200,16.83,183.17
"3835","CECO ABATEMENT","02-Central",779957221,20929.92,10427.93,10501.99
"3836","CECO ABATEMENT","02-Central",764821000,2112,308.36,1803.64
"3837","CECO ABATEMENT","02-Central",779952098,1188.84,589.1,599.74
"3838","CECO ABATEMENT","02-Central",777642000,1051.5,351.26,700.24
"3839","CECO ABATEMENT","02-Central",764902000,1014,191.55,822.45
"3840","CECO ABATEMENT","02-Central",779952097,614.88,382.24,232.64
"3841","CECO ABATEMENT","02-Central",764901000,522.5,145.3,377.2
"3842","CECO ABATEMENT","02-Central",739781100,402.72,285.63,117.09
"3843","CECO ABATEMENT","02-Central",738561000,340,124.14,215.86
"3844","CECO ABATEMENT","02-Central",779956579,100,57.6,42.4
"3845","CECO ABATEMENT","02-Central",779957600,80,76.3,3.7
"3846","CENTURY ALUMINUM OF","02-Central",734311100,11650.32,1025.47,10624.85
"3847","CERAMIC SYSTEMS INC.","02-Central",733403200,17468,3784.75,13683.25
"3848","CERAMIC SYSTEMS INC.","02-Central",766121000,1182,653.98,528.02
"3849","CERAMIC SYSTEMS INC.","02-Central",764341000,672,275.22,396.78
"3850","CERAMIC SYSTEMS INC.","02-Central",764601000,600,263.16,336.84
"3851","CERAMTEC NORTH AMERICA","02-Central",770500000,1075.5,51.44,1024.06
"3852","CGR VALLEY PRODUCTS","02-Central",733870000,17690.65,6878.15,10812.5
"3853","CGR VALLEY PRODUCTS","02-Central",733867100,14175,8303.86,5871.14
"3854","CGR VALLEY PRODUCTS","02-Central",733586600,6000.48,730.36,5270.12
"3855","CGR VALLEY PRODUCTS","02-Central",733511000,3255,526.55,2728.45
"3856","CGR VALLEY PRODUCTS","02-Central",733211050,2368.8,428.64,1940.16
"3857","CGR VALLEY PRODUCTS","02-Central",733721000,278,69.32,208.68
"3858","CH2M HILL CONSTRUCTORS","02-Central",737301000,5085.44,2575.36,2510.08
"3859","CH2M HILL CONSTRUCTORS","02-Central",734311100,363.44,35.3,328.14
"3860","CHARLES JOHNSTON","02-Central",739380000,396.48,120.15,276.33
"3861","CHASE CORPORATION-GLOBAL","02-Central",720219100,82980,1999.44,80980.56
"3862","CHASE SPECIALTY COATINGS","02-Central",720219100,224201.25,5455.01,218746.24
"3863","CHEM-CLAY CORPORATION","02-Central",777601000,386.72,72.02,314.7
"3864","CHERNE CONTRACTING CORP","02-Central",737912200,4161.5,636.63,3524.87
"3865","CHEVRON","02-Central",780270000,481.7,92.75,388.95
"3866","CHIZ BROS INC","02-Central",764901000,428112.7,219814.24,208298.46
"3867","CHIZ BROS INC","02-Central",764821000,250859.6,119423.09,131436.51
"3868","CHIZ BROS INC","02-Central",742520150,212675.2,100384.32,112290.88
"3869","CHIZ BROS INC","02-Central",764822000,162763,48373.26,114389.74
"3870","CHIZ BROS INC","02-Central",734990000,154938.88,50417.59,104521.29
"3871","CHIZ BROS INC","02-Central",782070000,126267.98,90079.01,36188.97
"3872","CHIZ BROS INC","02-Central",718500000,112006.4,36944.89,75061.51
"3873","CHIZ BROS INC","02-Central",742541500,102420.52,15380.09,87040.43
"3874","CHIZ BROS INC","02-Central",780370000,83068.86,46496.76,36572.1
"3875","CHIZ BROS INC","02-Central",733525600,82222.5,14677.98,67544.52
"3876","CHIZ BROS INC","02-Central",764822110,79032,20653.87,58378.13
"3877","CHIZ BROS INC","02-Central",779952165,71359.56,32699.81,38659.75
"3878","CHIZ BROS INC","02-Central",779952102,67190.4,24858.78,42331.62
"3879","CHIZ BROS INC","02-Central",725482900,65910,30617.78,35292.22
"3880","CHIZ BROS INC","02-Central",733211050,63534.9,14076.51,49458.39
"3881","CHIZ BROS INC","02-Central",764827550,53558.4,14313.48,39244.92
"3882","CHIZ BROS INC","02-Central",779958876,53544.45,22331.69,31212.76
"3883","CHIZ BROS INC","02-Central",770240000,53299.5,7049.42,46250.08
"3884","CHIZ BROS INC","02-Central",742451500,51687.72,13383.1,38304.62
"3885","CHIZ BROS INC","02-Central",742451300,47387.38,12269.64,35117.74
"3886","CHIZ BROS INC","02-Central",739781100,45924.88,31668.28,14256.6
"3887","CHIZ BROS INC","02-Central",781670000,45719.1,29981.8,15737.3
"3888","CHIZ BROS INC","02-Central",779956835,42327.36,23428.68,18898.68
"3889","CHIZ BROS INC","02-Central",733525500,41270,7054.71,34215.29
"3890","CHIZ BROS INC","02-Central",779956823,39803.4,19593.42,20209.98
"3891","CHIZ BROS INC","02-Central",770430000,39554.75,6021.2,33533.55
"3892","CHIZ BROS INC","02-Central",733211000,37993.8,9216.43,28777.37
"3893","CHIZ BROS INC","02-Central",780770000,35739.9,23434.82,12305.08
"3894","CHIZ BROS INC","02-Central",771504000,35641.8,4673.99,30967.81
"3895","CHIZ BROS INC","02-Central",791002500,33608.59,16835.62,16772.97
"3896","CHIZ BROS INC","02-Central",779956826,33320.64,16103.52,17217.12
"3897","CHIZ BROS INC","02-Central",770500000,32860.35,2752.38,30107.97
"3898","CHIZ BROS INC","02-Central",764861000,31461,8243.84,23217.16
"3899","CHIZ BROS INC","02-Central",727000025,31362.57,5448.4,25914.17
"3900","CHIZ BROS INC","02-Central",733151550,31311,6767.89,24543.11
"3901","CHIZ BROS INC","02-Central",739561200,30830.59,8899.65,21930.94
"3902","CHIZ BROS INC","02-Central",770450000,29403,5077.91,24325.09
"3903","CHIZ BROS INC","02-Central",734414100,28988.88,6882.41,22106.47
"3904","CHIZ BROS INC","02-Central",770830000,25496.8,1307.75,24189.05
"3905","CHIZ BROS INC","02-Central",770372000,25033.4,3217.02,21816.38
"3906","CHIZ BROS INC","02-Central",764601000,24947,10283.89,14663.11
"3907","CHIZ BROS INC","02-Central",764521000,23955,8507.5,15447.5
"3908","CHIZ BROS INC","02-Central",734132000,23785.95,5497.92,18288.03
"3909","CHIZ BROS INC","02-Central",777601000,23784.89,6719.88,17065.01
"3910","CHIZ BROS INC","02-Central",727041200,23485.44,4180.76,19304.68
"3911","CHIZ BROS INC","02-Central",742461100,23394,5539.34,17854.66
"3912","CHIZ BROS INC","02-Central",770222000,23200,2810.62,20389.38
"3913","CHIZ BROS INC","02-Central",764781040,22092.9,7133.22,14959.68
"3914","CHIZ BROS INC","02-Central",739541020,21907.2,7671.6,14235.6
"3915","CHIZ BROS INC","02-Central",770200000,21852,2326.32,19525.68
"3916","CHIZ BROS INC","02-Central",733151500,21656.8,3569.34,18087.46
"3917","CHIZ BROS INC","02-Central",770810000,21267.4,638.28,20629.12
"3918","CHIZ BROS INC","02-Central",781970000,20944.44,10156.95,10787.49
"3919","CHIZ BROS INC","02-Central",739541100,20292.71,5185.87,15106.84
"3920","CHIZ BROS INC","02-Central",733511000,20226.89,4831.98,15394.91
"3921","CHIZ BROS INC","02-Central",726000062,20100,4565.32,15534.68
"3922","CHIZ BROS INC","02-Central",770440000,19920,3732.46,16187.54
"3923","CHIZ BROS INC","02-Central",793330000,19820,4231.18,15588.82
"3924","CHIZ BROS INC","02-Central",734211200,19708.64,2570.76,17137.88
"3925","CHIZ BROS INC","02-Central",779956824,19609.92,9782.7,9827.22
"3926","CHIZ BROS INC","02-Central",739761100,19475.76,12157.83,7317.93
"3927","CHIZ BROS INC","02-Central",718501000,17964.8,3771.28,14193.52
"3928","CHIZ BROS INC","02-Central",777904301,17826.5,8054.84,9771.66
"3929","CHIZ BROS INC","02-Central",734910000,17716.7,4187.77,13528.93
"3930","CHIZ BROS INC","02-Central",770560000,17581.2,2582.69,14998.51
"3931","CHIZ BROS INC","02-Central",734162000,17380.8,8646.82,8733.98
"3932","CHIZ BROS INC","02-Central",739641100,16204.86,8383.08,7821.78
"3933","CHIZ BROS INC","02-Central",742471100,15470.56,4252.63,11217.93
"3934","CHIZ BROS INC","02-Central",735602000,14544,4142.22,10401.78
"3935","CHIZ BROS INC","02-Central",768221000,14224,3184.22,11039.78
"3936","CHIZ BROS INC","02-Central",770512000,13837.95,1596.09,12241.86
"3937","CHIZ BROS INC","02-Central",737912200,13207,3276.34,9930.66
"3938","CHIZ BROS INC","02-Central",737311000,13157.76,6511.98,6645.78
"3939","CHIZ BROS INC","02-Central",766121008,12160,6563.55,5596.45
"3940","CHIZ BROS INC","02-Central",739681100,11784.96,5782.1,6002.86
"3941","CHIZ BROS INC","02-Central",742451000,11610,3006.08,8603.92
"3942","CHIZ BROS INC","02-Central",734311100,11002.52,1346.38,9656.14
"3943","CHIZ BROS INC","02-Central",766122110,10574.4,2155.32,8419.08
"3944","CHIZ BROS INC","02-Central",764781000,10292.4,2904.99,7387.41
"3945","CHIZ BROS INC","02-Central",766121000,10056,4525,5531
"3946","CHIZ BROS INC","02-Central",779956856,10005.12,5002.92,5002.2
"3947","CHIZ BROS INC","02-Central",764901050,9982.4,5039.64,4942.76
"3948","CHIZ BROS INC","02-Central",734251300,9631.99,968.29,8663.7
"3949","CHIZ BROS INC","02-Central",779989329,9408,3668.03,5739.97
"3950","CHIZ BROS INC","02-Central",733725500,9400.8,2807.33,6593.47
"3951","CHIZ BROS INC","02-Central",770260000,9333,1255.14,8077.86
"3952","CHIZ BROS INC","02-Central",764481000,9238.4,2486.12,6752.28
"3953","CHIZ BROS INC","02-Central",734751200,8802.1,1724.7,7077.4
"3954","CHIZ BROS INC","02-Central",771320000,8519,1396.26,7122.74
"3955","CHIZ BROS INC","02-Central",770392000,8384,1318.81,7065.19
"3956","CHIZ BROS INC","02-Central",733151600,8312.4,1425.15,6887.25
"3957","CHIZ BROS INC","02-Central",764522000,8265,3410.29,4854.71
"3958","CHIZ BROS INC","02-Central",779952109,8224.5,3290.04,4934.46
"3959","CHIZ BROS INC","02-Central",770530000,8165,1588.85,6576.15
"3960","CHIZ BROS INC","02-Central",764524010,8096,4369.55,3726.45
"3961","CHIZ BROS INC","02-Central",739561100,8053.59,2199.06,5854.53
"3962","CHIZ BROS INC","02-Central",733403200,7730.8,1050.74,6680.06
"3963","CHIZ BROS INC","02-Central",733671000,7460.21,1161.03,6299.18
"3964","CHIZ BROS INC","02-Central",739541200,7351.04,2086.4,5264.64
"3965","CHIZ BROS INC","02-Central",780730000,7269.4,4570.41,2698.99
"3966","CHIZ BROS INC","02-Central",781630000,7236.72,4746.28,2490.44
"3967","CHIZ BROS INC","02-Central",770510000,7020,1102.38,5917.62
"3968","CHIZ BROS INC","02-Central",764561000,6676.5,1540.6,5135.9
"3969","CHIZ BROS INC","02-Central",738561000,6630.88,4777.92,1852.96
"3970","CHIZ BROS INC","02-Central",766081013,6450,3311.23,3138.77
"3971","CHIZ BROS INC","02-Central",779958865,6093,3510.58,2582.42
"3972","CHIZ BROS INC","02-Central",785890000,5943.36,4715.44,1227.92
"3973","CHIZ BROS INC","02-Central",768112000,5846.4,1454.9,4391.5
"3974","CHIZ BROS INC","02-Central",782060000,5481.23,2491.4,2989.83
"3975","CHIZ BROS INC","02-Central",764821073,5478.2,6269.4,-791.2
"3976","CHIZ BROS INC","02-Central",764821027,5440,2748.1,2691.9
"3977","CHIZ BROS INC","02-Central",764261000,5316,1373.61,3942.39
"3978","CHIZ BROS INC","02-Central",795210000,5230.08,1850.32,3379.76
"3979","CHIZ BROS INC","02-Central",739741100,5161.76,3577.55,1584.21
"3980","CHIZ BROS INC","02-Central",770210000,4986,778.43,4207.57
"3981","CHIZ BROS INC","02-Central",770710000,4952,134.52,4817.48
"3982","CHIZ BROS INC","02-Central",764952010,4928,2365.61,2562.39
"3983","CHIZ BROS INC","02-Central",777903100,4901.86,1946.28,2955.58
"3984","CHIZ BROS INC","02-Central",734851000,4602.24,1186.82,3415.42
"3985","CHIZ BROS INC","02-Central",779958676,4551.12,2412.03,2139.09
"3986","CHIZ BROS INC","02-Central",770520000,4537.5,444.35,4093.15
"3987","CHIZ BROS INC","02-Central",779958247,4513.6,2780.6,1733
"3988","CHIZ BROS INC","02-Central",764341000,4492,1605.45,2886.55
"3989","CHIZ BROS INC","02-Central",770220000,4470,503.15,3966.85
"3990","CHIZ BROS INC","02-Central",782020000,4390.04,1996.84,2393.2
"3991","CHIZ BROS INC","02-Central",733423800,4288,767.33,3520.67
"3992","CHIZ BROS INC","02-Central",768131000,4272.85,1344.47,2928.38
"3993","CHIZ BROS INC","02-Central",777730600,4194,1276.2,2917.8
"3994","CHIZ BROS INC","02-Central",779957955,3987.72,2538.39,1449.33
"3995","CHIZ BROS INC","02-Central",764824000,3900,1896.72,2003.28
"3996","CHIZ BROS INC","02-Central",733403300,3863.2,490.18,3373.02
"3997","CHIZ BROS INC","02-Central",770202000,3645,911.4,2733.6
"3998","CHIZ BROS INC","02-Central",784400000,3643.2,2180,1463.2
"3999","CHIZ BROS INC","02-Central",740063000,3617.03,1071.46,2545.57
"4000","CHIZ BROS INC","02-Central",793550000,3570,841.18,2728.82
"4001","CHIZ BROS INC","02-Central",764902000,3380,638.54,2741.46
"4002","CHIZ BROS INC","02-Central",766261000,3310,1563.83,1746.17
"4003","CHIZ BROS INC","02-Central",779958862,3308.4,1876.3,1432.1
"4004","CHIZ BROS INC","02-Central",765661000,3200,1287.1,1912.9
"4005","CHIZ BROS INC","02-Central",779987564,3174.08,1033.36,2140.72
"4006","CHIZ BROS INC","02-Central",740142500,3147.84,2360.45,787.39
"4007","CHIZ BROS INC","02-Central",741061000,3142.82,143.71,2999.11
"4008","CHIZ BROS INC","02-Central",770522000,3094,710.36,2383.64
"4009","CHIZ BROS INC","02-Central",766122000,2952,1035.45,1916.55
"4010","CHIZ BROS INC","02-Central",742491700,2929.88,1812.66,1117.22
"4011","CHIZ BROS INC","02-Central",733444300,2845.2,570.67,2274.53
"4012","CHIZ BROS INC","02-Central",770540000,2719.5,628.6,2090.9
"4013","CHIZ BROS INC","02-Central",777902700,2597.49,1141.55,1455.94
"4014","CHIZ BROS INC","02-Central",779959183,2585.88,1801.8,784.08
"4015","CHIZ BROS INC","02-Central",771120000,2529.6,105.38,2424.22
"4016","CHIZ BROS INC","02-Central",751165000,2515.78,1509.46,1006.32
"4017","CHIZ BROS INC","02-Central",764482000,2509.2,626.48,1882.72
"4018","CHIZ BROS INC","02-Central",779958863,2345.2,1282.68,1062.52
"4019","CHIZ BROS INC","02-Central",779952104,2289.15,1030.11,1259.04
"4020","CHIZ BROS INC","02-Central",737301000,2287.36,490.72,1796.64
"4021","CHIZ BROS INC","02-Central",742548000,2275,284.2,1990.8
"4022","CHIZ BROS INC","02-Central",793336074,2241,1269.57,971.43
"4023","CHIZ BROS INC","02-Central",766231000,2100,719.9,1380.1
"4024","CHIZ BROS INC","02-Central",780760000,2091.6,411.27,1680.33
"4025","CHIZ BROS INC","02-Central",779261000,2010.54,560.02,1450.52
"4026","CHIZ BROS INC","02-Central",739561000,1960.27,602.39,1357.88
"4027","CHIZ BROS INC","02-Central",770300000,1955.25,226.02,1729.23
"4028","CHIZ BROS INC","02-Central",779988833,1925.42,859.3,1066.12
"4029","CHIZ BROS INC","02-Central",779959180,1829.96,1222.49,607.47
"4030","CHIZ BROS INC","02-Central",768141000,1725,405.21,1319.79
"4031","CHIZ BROS INC","02-Central",770212000,1716,468.45,1247.55
"4032","CHIZ BROS INC","02-Central",780680000,1671.12,427.81,1243.31
"4033","CHIZ BROS INC","02-Central",764761000,1660,720.18,939.82
"4034","CHIZ BROS INC","02-Central",734861000,1485.4,611.14,874.26
"4035","CHIZ BROS INC","02-Central",733721000,1470,452.45,1017.55
"4036","CHIZ BROS INC","02-Central",771132000,1459.4,71.6,1387.8
"4037","CHIZ BROS INC","02-Central",779957171,1414.8,1197.99,216.81
"4038","CHIZ BROS INC","02-Central",737211000,1336.39,289.24,1047.15
"4039","CHIZ BROS INC","02-Central",770140000,1309.72,138.91,1170.81
"4040","CHIZ BROS INC","02-Central",740283502,1302.4,193.64,1108.76
"4041","CHIZ BROS INC","02-Central",733464500,1236,195.16,1040.84
"4042","CHIZ BROS INC","02-Central",770600000,1231.02,271.26,959.76
"4043","CHIZ BROS INC","02-Central",764562000,1161.3,257.01,904.29
"4044","CHIZ BROS INC","02-Central",777642000,1153.05,360.61,792.44
"4045","CHIZ BROS INC","02-Central",754285000,1145.2,498.79,646.41
"4046","CHIZ BROS INC","02-Central",781800000,1124.82,596.25,528.57
"4047","CHIZ BROS INC","02-Central",733444200,1087,181.35,905.65
"4048","CHIZ BROS INC","02-Central",739370000,1086.4,967.68,118.72
"4049","CHIZ BROS INC","02-Central",763991000,1072.8,275.16,797.64
"4050","CHIZ BROS INC","02-Central",780690000,1032.72,254.51,778.21
"4051","CHIZ BROS INC","02-Central",770380000,1016.4,183.87,832.53
"4052","CHIZ BROS INC","02-Central",754265000,1012.2,465.21,546.99
"4053","CHIZ BROS INC","02-Central",738521000,962.72,717.26,245.46
"4054","CHIZ BROS INC","02-Central",793346074,924,518.98,405.02
"4055","CHIZ BROS INC","02-Central",734900000,891.48,343.64,547.84
"4056","CHIZ BROS INC","02-Central",734651200,872.65,147,725.65
"4057","CHIZ BROS INC","02-Central",738401000,828.9,642.24,186.66
"4058","CHIZ BROS INC","02-Central",779958864,799.5,529.02,270.48
"4059","CHIZ BROS INC","02-Central",734890000,793.73,198.96,594.77
"4060","CHIZ BROS INC","02-Central",726020005,745.12,167.16,577.96
